Date,HAPP artefact number,Flake Type,Mass (g),Max Length (mm),Block Length (mm),Perc Lenth (mm),Prox Width (mm),Med Width (mm),Dist Width (mm),Prox Thickness (mm),Med Thickness (mm),Distalness of Max W (mm),Dist Thickness (mm),Distalness of Max Th (mm),Plat Width (mm),Plat Thickness (mm),Int Plat Angle,Ext Plat Angle,Plat surface,Overhang removal,Initiation,Bulb of percussion,Erailure scar,Termination,Raw Material,Dorsal Cortex (%),Platform Cortex (%),Dorsal Scars,Parallel Scars,Dorsal Terminations,Aberrant Terminations,Rotations,Cortex Location,Plat Preparation,Non-plat Cortex (%),Longest Face (mm),FS1 Length (mm),FS1 Prox Wid (mm),FS1 Med Wid (mm),FS1 Dist Wid (mm),FS1 Plat Angle,FS1 Termination,FS2 Length (mm),FS2 Prox Wid (mm),FS2 Med Wid (mm),FS2 Dist Wid (mm),FS2 Plat Angle,FS2 Termination,FS3 Length (mm),FS3 Prox Wid (mm),FS3 Med  Wid (mm),FS3 Dist Wid (mm),FS3 Plat Angle,FS3 Termination,FS4 Length (mm),FS4 Prox Wid (mm),FS4 Med Wid (mm),FS4 Dist Wid (mm),FS4 Plat Angle,FS4 Termination,FS5 Length (mm),FS5 Prox Wid (mm),FS5 Med Wid (mm),FS5 Dist Wid (mm),FS5 Plat Angle,FS5 Termination,Square,HAPP Bag,Artefact Class,S1 invas,S1 angle,S2 invas,S2 angle,S3 invas,S3 angle,S4 invas,S4 angle,S5 invas,S5 angle,S6 invas,S6 angle,S7 invas,S7 angle,S8 invas,S9 invas,S9 angle,S10 invas,S10 angle,S12 invas,S12 angle,S14 invas,S14 angle,S16 invas,S16 angle,S15 invas,S15 angle,S13 invas,S13 angle,S11 invas,S11 angle,S8 angle,S1 depth,S2 depth,S3 depth,S4 depth,S5 depth,S6 depth,S7 depth,S8 depth,S9 depth,S10 depth,S11 depth,S12 depth,S13 depth,S14 depth,S15 depth,S16 depth,Retouch1 L (mm),Retouch2 L (mm),Retouch3 L (mm),Total perimeter (mm),R6 depth of retouch (mm),R3 retouch baseline (mm),Scars,Terminations,Recent Damage?,Non-conchoidal fracture planes,HAPP artefact number,comments...,S1 T1,S1 T2,S2 T1,S2 T2,S4 T1,S4 T2,S6 T1,S6 T2,S8 T1,S8 T2,S7 T1,S7 T2,S5 T1,S5 T2,S3 T1,S3 T2,S9 T1,S9 T2,S10 T1,S10 T2,S12 T1,S12 T2,S14 T1,S14 T2,S16 T1,S16 T2,S15 T1,S15 T2,S13 T1,S13 T2,S11 T1,S11 T2,Core geometry,II,GIUR A,RPI,RCI,Auto_Every_2_of_Excavation Unit,Auto_Every_3_of_Excavation Unit,Auto_Every_2_of_Excavation Un_2,Auto_Every_3_of_Excavation Un_2
12/5/05,R36,Complete,3.73,26.98,26.96,26.96,10.54,21.17,14.12,6.91,6.75,18.13,2.21,,6.13,5.05,110,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,R37,,2.37,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,R37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,ACend,,207.39,,,32.55,71.08,54.86,42.74,39.31,54.82,11.26,39.65,,73.93,46.96,,,,,,,,,Diorite 1,,100,,1,,2,0,,OHR,60,32.41,23.93,17.07,18.1,10.45,80,Feather,19.37,12.2,10.29,11.67,90,Step,22.61,21.52,17.42,12.19,90,Feather,13.62,6.56,13.71,8.21,90,Step,11.22,12.13,9.8,6.43,100,Feather,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,60,,160,,,6,6,No,Present,ACend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0.687,0,,,,
12/5/05,AC1,,25.81,,,,,,,,,,,,,,,,,,,,,,Diorite 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC2,Complete,9.7,32.06,20.28,19.87,31.39,40.2,34.05,11.6,8.27,14.21,1.88,,34.59,11.02,100,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Diorite 1,70,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC3,Complete,4.48,15.88,15.85,15.84,34.26,26.87,13.08,7.68,5.99,6.69,1.76,,30.64,9.7,80,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,30,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC4,Complete,4.69,17.01,16.34,16.33,31.98,25.1,15.22,8.46,6.55,6.18,2.7,,27.07,8.57,80,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC5,Complete,3.89,21.13,16.79,16.78,23.89,23.37,24.55,7.26,6.67,14.74,2.14,,20.27,7.78,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,30,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC6,Complete,2.34,17.56,17.39,17.39,15.11,21.11,12.68,6.93,5.29,10.97,1.89,,15.21,5.7,70,100,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Diorite 1,60,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC7,Complete,2.21,16.36,16.12,16.12,14.5,19.55,11.21,5.16,4.47,9.38,2.25,,14.07,5.49,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,60,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC8,,76.93,,,,,,,,,,,,,,,,,,,,,,Diorite 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC9,,1.33,,,,,,,,,,,,,,,,,,,,,,Diorite 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC10,Complete,1.89,19.18,15.82,15.66,18.72,32.26,14.19,4.96,3.42,7.78,1.4,,19.3,4.99,60,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC11,Complete,4.35,24.76,24.3,24.14,23.93,18.76,20.38,7.51,5.13,9.14,3.03,,26.24,8,100,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,10,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC12,Complete,8.29,26.91,26.82,26.78,23.61,28.04,34.11,10.59,8.14,21.21,2.75,,22.06,10.74,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,30,100,3,1,3,1,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC13,,152.95,,,30.5,30.33,36.22,54.27,49.85,56.97,26.8,60.17,,34,44.3,,,,,,,,,Diorite 1,,100,,0,,0,0,,Absent,50,29.94,14.67,11.73,24.88,24.08,130,Feather,,,,,,,,,,,,,,,,,,,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,No,Present,AC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0,0,,,,
12/5/05,AC14A,Complete,2.14,16.77,12.64,12.64,23.51,20.72,12.81,6.17,4.18,4.43,0.53,,25.02,7.91,100,50,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC14B,Complete,0.69,13.73,9.15,9.09,16.89,14.77,8.4,4.73,2.32,3.92,0.98,,14.61,5.23,100,50,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,1,0,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC14B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC15,Complete,4.48,18.51,18.5,18.47,22.62,22.18,14.55,9.73,6.8,4.93,3.09,,22.83,9.76,100,50,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,1,0,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC17,Complete,2.11,23.12,22.42,22.36,11.33,15.64,16,6.25,3.72,17.9,1.68,,11.55,4.82,110,60,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,2,1,2,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC18,Complete,18.01,29.8,29.69,29.46,32.74,41.54,42.33,16.36,13.16,24.86,2.22,,29.73,11.25,100,80,Cortical,Present,Herztian,Diffuse,Absent,Feather,Diorite 1,40,100,3,1,3,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC19,Complete,7.36,35.73,35.69,35.68,19.74,20.94,12.71,9.77,6.41,18.02,4.27,,19.6,7.65,110,70,Cortical,Absent,Bending,Absent,Absent,Feather,Diorite 1,20,100,2,1,1,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC20,Complete,5.16,23.61,23.59,23.57,25.27,21.27,13.73,7.02,7.59,5.67,1.86,,25.72,5.28,100,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,3,1,2,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC21,Complete,1.47,17.33,12.45,12.45,16.25,17.74,20.56,5.55,3.61,10.98,1.28,,16.49,5.54,80,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC22,Complete,1.32,18.72,16.69,16.69,11.89,12.23,6.5,6,4.58,5.07,1.48,,11.95,5.13,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC23,Complete,1.68,24,22.84,22.81,14.11,14.15,7,4.36,2.2,3.93,0.97,,12.58,3.91,100,70,Cortical,Present,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,3,1,1,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC24A,Complete,2.25,18.29,15.57,15.56,16.23,19.9,14.56,6.53,5.37,9.44,1.42,,15.51,6.27,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,3,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC24A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC24B,Complete,6.59,32.9,29.86,29.85,25.68,19.97,16.66,6.88,4.01,9.19,4.57,,23.44,7.69,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,10,100,3,1,3,1,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC24B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC26A,Complete,1.2,16.94,16.9,16.9,14.92,12.2,8.62,3.14,2.89,3.04,3.13,,9.25,3.29,90,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,10,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC26A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC30,Complete,10.85,28.34,28.29,28.27,28.71,26.69,21.71,9.54,8.54,5.94,3.33,,28.22,9.54,80,90,Cortical,Present,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,4,1,4,3,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,70,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC31,Complete,3.63,21.75,20.68,20.67,22.04,20.32,15.68,5.8,6.39,5.98,2.79,,13.43,5.01,80,90,Cortical,Present,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,4,1,2,2,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC32,Complete,1.02,16.37,16.35,16.33,14.69,18.98,10.65,3.68,2.45,6.67,1.18,,14.34,3.52,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,AC33,Complete,1.49,17.68,11.77,19.62,19.74,16.66,5.52,4,1.04,3.64,0.73,,19.24,5.56,90,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Diorite 1,0,100,3,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AC33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,Tend,,256.41,,,35.33,60.06,68.17,60.62,60.68,72.47,19.92,56.13,,56.09,49.01,,,,,,,,,Quartzite,,100,,1,,0,0,,OHR,70,35.32,17.85,12.3,23.97,8.59,80,Feather,18.09,8.07,18.49,9.72,100,Feather,20.15,8.72,16.24,11.01,100,Feather,,,,,,,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.54,,,140,,,3,3,No,Present,Tend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0.296,0,,,,
12/5/05,T1,Complete,1.42,16.46,16.46,16.45,24.06,23.7,26.09,3.23,2.73,14.5,0.53,,22.26,2.96,50,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T2,,390.97,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T4A,Long L,3.5,21.37,21.37,21.37,19.86,20.54,19.02,6.31,4.91,17.67,1.58,,19.47,5.29,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,80,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T4B,Long R,2.36,20.39,20.38,20.37,23.02,17.31,10.45,5.03,3.93,3.49,1.93,,23.76,6.05,80,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T5,Complete,5.85,34.16,34.13,34.1,12.95,17.12,9.59,10.03,9.27,19.85,4.73,,11.58,7.66,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,60,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T6,Long L,3.07,25.52,25.47,25.47,17.74,14.73,11.61,5.05,5.5,6,3.2,,18.54,5.32,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,80,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T8A,Complete,0.5,12.85,9.27,9.24,11.69,13.86,9.32,2.95,1.96,5.8,1.14,,9.98,3.05,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T8B,,0.6,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T9,Complete,27.5,41.75,31.56,31.54,47.73,53.73,57.18,6.88,9.62,30.4,10.77,,38.45,6.1,90,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,20,100,3,1,3,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/5/05,T10,Complete,1.36,20.85,20.69,20.68,10.57,15.35,12.75,3.22,3.33,9.85,2.45,,7.14,3.16,90,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/6/05,T11A,Complete,2.62,23.2,21.63,21.62,21.65,25.33,15.59,4.19,3.77,10.54,1.65,,10.01,3.63,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T11A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/6/05,T11B,Complete,0.97,16.29,16.27,16.25,18.07,14.54,10,3.27,2.73,3.04,1.01,,18.14,2.89,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
12/6/05,T13,Complete,3.84,25.49,24.32,24.32,21.89,32.45,19.59,5.37,4.33,13.37,1.91,,12.29,2.57,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,T13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
